spoken_hook,spoken_hook_framework,spoken_hook_structure,visual_hook_graphic,visual_hook_movement,visual_hook_layout,text_hook,audio_hook_structure,video_link,niche,content_type,performance_rank,views
The influencer era is officially dead. Were now in the creator founder era.,The [X era] is officially dead. Were now in the [Y era],Contrarian/Negative,"Creator A-Roll,Image Screenshots","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,[X shocking thing],Music + SFX,https://www.instagram.com/itsryanto/reel/DH6IFxxp8Cc/,Content Marketing,Education,2,1280913
Here are 3 places you can get movie clips completely for free so share it with a friend and tell them the last one is the best.,Here are [X number] places you can get [Y content] completely for free so share it with a friend and tell them the last one is the best,Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (partial graphic overlay),Full screen B-roll",Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/DAonk7HunEi/,Content Marketing,Education,5,1277512
"Okay, this is so cool. This is an athlete and hes having his legs and his hips stretched to assess his range of motion.","Okay, this is so cool. This is [X person] and theyre having [Y procedure]",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/treatmentbylanshin/reel/Cy6wAUBOZNw/,Content Marketing,Education,5,1267976
"My name is Devin Jadtho and as a social media manager, I charge my clients anywhere from $53,000 to $187,000 per year.","My name is [X] and as a [Y profession], I charge [Z price range]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/devinjatho/reel/CxsrdLjuoO5/,Content Marketing,Education,5,1258985
This is an accupuncture pressure point that lifts energy.,This is an [X technique] that [Y benefit],Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/treatmentbylanshin/reel/C_3yHJ2S8mV/,Content Marketing,Education,6,1253251
"Almost everything looks better with simple defined shapes, whether its cars, homes, appliances, or furniture.","Almost everything looks better with [X design principle], whether its [Y examples]",Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/C9GSWRMoZdw/,Content Marketing,Education,8,1222834
This creator Anya is a marketing genius.,This creator [X name] is a [Y field] genius,Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/itsryanto/reel/C8qNss9PJ-o/,Content Marketing,Education,3,1206490
Do you realize that every video that you watch today is using this technique to keep you hooked,Do you realize that [X] is using [Y thing] to get you [Z result],Secret Reveal,Creator A-Roll,"A-Roll - None,B-Roll - None",Full screen A-roll (in world),Captions (repeat of spoken),Music only,https://www.instagram.com/instagramforbusiness/reel/DFNiMQiubqS/,Content Marketing,Education,1,1200000
"Alright this is cool. You can now take a product image and generate an avatar where that product image and get a 360 video of the avatar showcasing that product, all using AI","Alright this is cool. You can now take [X input] and generate [Y output] showcasing [Z], all using AI",Educational/Tutorial,Subject in B-Roll,B-Roll - None,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7449054167848504606,Tech,Education,7,1200000
Theres a new way to put text behind your videos and its easier than ever.,Theres a new way to [X technique] and its easier than ever,Secret Reveal,Creator in B-Roll,B-Roll - None,Full screen B-roll,[X subject] does [Y thing],No audio,https://www.instagram.com/artofinfluenceco/reel/C-e7Rb7ytDl/,Content Marketing,Education,9,1195716
This is 2Jeys $30 million content strategy.,This is [X companys] $[Y amount] [Z strategy],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DEgYOH7tvcR/,Content Marketing,Education,3,1193651
Heres an Instagram hack that most people dont know about.,Heres an [X platform] hack that most people dont know about,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/devinjatho/reel/CpIhnlpgRKL/,Content Marketing,Education,6,1190237
"Do these three things as soon as you get paid, coming from a qualified accountant and a former investment banker.","Do these [X number] things as soon as you [Y trigger], coming from [Z credible sources]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/nischa.me/reel/C_QlfS_MrrA/,Content Marketing,Education,10,1136493
"This clothing brand, Trico, is making millions off of TikTok.","This [X brand type], [Y name], is making millions off of [Z platform]",Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),SFX only,https://www.instagram.com/itsryanto/reel/C9uw9LXvwsL/,Content Marketing,Education,4,1121785
"Here is the ultimate list of free tools that you normally have to pay for, and trust me, these will save you so much money.","Here is the ultimate list of free [X resources] that you normally have to pay for, and trust me, these will save you so much [Y]",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),[X subject] does [Y thing],No audio,https://www.tiktok.com/@samdespo/video/7261722511581170946,Content Marketing,Education,5,1100000
This acupoint on your scalp clears sinus congestion and headaches faster than an Advil.,This [X point] on your [Y body part] [Z action] faster than [common solution],Educational/Tutorial,Creator in B-Roll,B-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/treatmentbylanshin/reel/DHuGKjeOc-N/,Content Marketing,Education,7,1091148
"F**k all of your followers. Hold on, hear me out.","[X shocking statement]. Hold on, hear me out",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),[X shocking thing],Music + SFX,https://www.instagram.com/devinjatho/reel/CndIZFGDtLz/,Content Marketing,Education,7,1089564
Look at this freaking thing right here. Heres exactly how to launch the easiest six figure business youve never heard of in only two steps.,Look at [X thing]. Heres exactly how to [Y achieve result] youve never heard of in only [Z number] steps,Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DGhMzJmyxLB/,Content Marketing,Education,8,1089418
"Theres a shift happening in social media, and theres data thats clear.","Theres a shift happening in [X industry], and theres data thats clear",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/rico.incarnati/reel/C2YZvs5Rf4O/,Content Marketing,Education,4,1069138
"This creator, Garbo, is dominating everyones feed.","This creator, [X name], is dominating everyones [Y]",Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),SFX only,https://www.instagram.com/itsryanto/reel/DENZkl-vr0D/,Content Marketing,Education,5,1040292
The long low shelf or cabinet is such a hack in design.,The [X item] is such a hack in [Y field],Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/DFbOyKUS2Ob/,Content Marketing,Education,9,1036582
"This girl sold over $100,000 of matcha in under 45 minutes.",This [X person] sold over $[Y amount] of [Z product] in under [time],Secret Reveal,"Creator A-Roll,Image Screenshots,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DGwq98PNVHb/,Content Marketing,Education,4,1030616
This is how the algorithm works on social media.,This is how the [X system] works on [Y platform],Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/devinjatho/reel/CxaY7XQOIUq/,Content Marketing,Education,8,1025829
"This is the exact same video, but the second time it was posted, it got 21.4x more views",This is the exact same [X thing]. But the second time/one it got [Yx better result],Comparison,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/viralvideo.club/reel/DBbhGuko0Yn/,Content Marketing,Education,2,1000000
If you post one piece of content every single day for the next year you will not have to worry about money. This is what I kept seeing all over TikTok last year.,If you [X simple action] for the next year you will not have to worry about [Y concern]. This is what I kept seeing all over [Z platform] last year,Fortuneteller,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.tiktok.com/@mr.paidsocial/video/7455436458237938990,Content Marketing,Education,2,995300
One of my favorite mentors told me a line that changed my life.,One of my favorite [X people] told me a line that changed my life,Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/codiesanchez/reel/DIj947pzJAD/,Content Marketing,Education,10,993938
Is this the best auto marketing reveal of all time? Lets talk about Slate.,Is this the best [X category] of all time? Lets talk about [Y],Question,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/orenmeetsworld/reel/DI4k95cxrah/,Content Marketing,Education,7,993488
This is why you should always wash your bread before eating it. This is a shocking truth hook.,This is why you should always [X bizarre action]. This is a [Y type] hook,Secret Reveal,Example Videos,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/peter.visuals/reel/DIlsryYvOXL/,Content Marketing,Education,3,988775
"Drakes new album just changed the music industry forever, but it has nothing to do with his actual song.","[X celebritys] new [Y work] just changed the [Z industry] forever, but it has nothing to do with [expected thing]",Contrarian/Negative,"Arrow/Highlights,Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DGuGzoGN9pm/,Content Marketing,Education,5,980440
"My goal that by the end of this video, you fully understand the Facebook ad serving algorithm and understand the levers that you have in order to manipulate it.","My goal that by the end of this video, you fully understand [X system] and understand the levers that you have in order to [Y control it]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@mr.paidsocial/video/7461336895675518251,Content Marketing,Education,3,975800
"But if you need content ideas for TikToks or Instagram Reels, dont be a dumbass and ask ChatGPT, can you give me 10 content ideas?","But if you need [X], dont be a dumbass and [Y wrong action]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/devinjatho/reel/C1fL7j4RSfP/,Content Marketing,Education,9,973911
Would you look at this freaking guy right here? What wont we 3D print next?,Would you look at [X thing] right here? What wont we [Y action] next?,Question,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DIje5P2SKS3/,Content Marketing,Education,9,972407
"Oh man, China is having a field day telling the world what everything costs. Okay, so heres the question from a brand standpoint. Are consumers going to now demand more transparency where pricing is concerned....","Oh man, [X entity] is having a field day [Y action]. Okay, so heres the question from a [Z perspective] standpoint. [Question]...",Question,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.tiktok.com/@brandbosshq/video/7493277430342323498,Content Marketing,Education,4,971800
This is good content vs. bad content -  running brands.,This is good [X] vs. bad [X] - [Y category],Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays","Full screen B-roll,Full screen B-roll w/ A-roll overlaid",Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/DDPchR3Jmi1/,Content Marketing,Education,3,968786
"So a lot of kids are insufficient or outright deficient in zinc, and zinc changes your taste preferences.","So a lot of [X group] are [Y deficient] in [Z nutrient], and [nutrient] changes your [unexpected effect]",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None","Full screen B-roll,Split screen A-roll + B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/drjolenebrighten/reel/DFvy4RYhJ8A/,Content Marketing,Education,3,967025
Look at this freaking thing right here. Holy genius business idea.,Look at [X thing]. [Y adjective] [Z category],Raw Shock,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/thekoerneroffice/reel/DJFaD6-zrLd/,Content Marketing,Education,10,949920
"Okay, if youre coming down with a cold, dont go chugging down a raw ginger shot.","Okay, if youre [X condition], dont go [Y wrong solution]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/treatmentbylanshin/reel/DE8Z47eOizd/,Content Marketing,Education,9,940944
Never open Premiere Pro again until you install these three plugins.,Never open [X software] again until you install these [Y number] plugins,Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/C_ImyVstRs3/,Content Marketing,Education,6,924405
"This is how you shoot content in 2025. And yeah, thats AI.","This is how you [X action] in [Y year]. And yeah, thats [Z]",Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DJ2PQoqiHfe/,Content Marketing,Education,2,920567
"When women are on the pill, theyre attracted to, genetically, someone whos more like their cousin.","When [X group] are on [Y medication], theyre [Z unexpected effect]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/drjolenebrighten/reel/DHCjLMlywDl/,Content Marketing,Education,4,918807
You are ruining your videos if you are not in the Devon zone.,You are ruining your [X content] if you are not [Y technique/state],Educational/Tutorial,Creator A-Roll,A-Roll - Quick Zoom,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/devinjatho/reel/C45kzFJtgf8/,Content Marketing,Education,10,910133
"When I treat sinus congestion, I always include these three points that are very strong at clearing wind from your head.","When I treat [X condition], I always include these [Y number] points that are very strong at [Z effect]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/treatmentbylanshin/reel/DIw_8gyyAG0/,Content Marketing,Education,10,908662
Heres content that every brand should make.,Heres [X] that every [Y] should make,Secret Reveal,Creator A-Roll,B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/C7fpNOSNFge/,Content Marketing,Education,4,908541
"Heres why were okay with paying $7,000 a month in rent.",Heres why were okay with [X seemingly crazy decision],Raw Shock,Subject in B-Roll,B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/jtbarnett/reel/DEa8cwtyJZi/,Content Marketing,Education,2,902684
"I think I want to build the biggest e-commerce community in the world, so Im going to launch millionaires.com soon, which is going to be a very large free e-commerce course, because I think information should largely be free.","I think I want to build the biggest [X type] community in the world, so Im going to launch [Y platform] soon, which is going to be [Z offering], because I think [principle]",Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen A-roll (partial graphic overlay),Full screen B-roll",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/daviefogarty/reel/DEUXnC3h5Pm/?hl=en,Content Marketing,Education,6,893053
All of these viral videos have the same exact hook.,All of these [X content] have the same exact [Y],Secret Reveal,"Creator A-Roll,Example Videos","A-Roll - None,B-Roll - 3D Effect,B-Roll - Quick Cuts",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/personalbrandlaunch/reel/DJJnQQFPJ2k/,Content Marketing,Education,3,880485
Can someone explain to me what is going on in Hollywood movie marketing?,Can someone explain to me what is going on in [X industry]?,Question,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.instagram.com/shwinnabegobrand/reel/DHo2oL7uXJB/,Content Marketing,Education,5,859174
"Well, if you think your Instagram video posts have been blurry lately, youre not wrong.","Well, if you think your [X platform] [Y content] have been [Z problem] lately, youre not wrong",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/rico.incarnati/reel/DBtb1roxtpa/,Content Marketing,Education,6,857435
This is the 8-figure brand content playbook because these are the 5 content types that every brand should make.,This is [X]  playbook containing [Y number] content types that every brand should make,Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/C61RyD8uhKZ/,Content Marketing,Education,5,834566
Customer testimonials are not enough to build a creative strategy that converts. What you really need is this kind of information.,[X common tactic] are not enough to [Y goal]. What you really need is [Z better approach],Contrarian/Negative,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7447176499444108574,Content Marketing,Education,1,829400
"From a $29 product, I had a $50,000 month.","From a $[X small amount] [Y product], I had a $[Z huge amount] [time period]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/tomnoske/reel/C9jzs_GSl9V/,Content Marketing,Education,4,819021
This is probably the craziest AI tool that Ive seen yet.,This is probably the [X superlative] AI tool that Ive seen yet,Raw Shock,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@jimmyslags_/video/7176847485904719150,Tech,Entertainment,8,810600
"I dont script my videos, I freestyle.","I dont [X expected action], I [Y unexpected action]",Comparison,"Article Screenshots,Creator A-Roll,Example Videos","A-Roll - None,B-Roll - None",Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),SFX only,https://www.instagram.com/personalbrandlaunch/reel/DIlpXcYMFDE/,Content Marketing,Education,4,802667
This 25-year-old built a $50 million fashion empire without spending a dime on ads.,This [X age]-year-old built a $[Y amount] [Z type] empire without [expected expense],Raw Shock,"Arrow/Highlights,Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DHFMlSLtKzl/,Content Marketing,Education,6,782315
Drewski just pulled off one of the greatest marketing campaigns of all time.,[X person] just pulled off one of the greatest [Y achievement] of all time,Raw Shock,"Arrow/Highlights,Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/brian_blum/reel/DISSSJoyiyf/,Content Marketing,Education,7,766969
My YouTube videos are not very edited.,My [X content] are not very [Y expected quality],Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/tomnoske/reel/DGVHRVmTRW1/,Content Marketing,Education,5,751080
"I took my son to Benihana last night, and it got me thinking about the true foundational American food experience every kid coming of age or tourist needs to have.",I took [X person] to [Y place] and it got me thinking about [Z insight],Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - Slow Zooms,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/orenmeetsworld/reel/DHOntmRPUcD/,Content Marketing,Education,10,750554
"Im honestly such a lazy media buyer. I hate doing manual work. I look for tools and shortcuts to save me time wherever I can. I just found a tool thats like CapCut on steroids, and technically it shares the same name, but its a completely different product.",Im honestly such a lazy [X profession]. I hate doing [Y work]. I look for tools and shortcuts to save me time wherever I can. I just found a tool thats like [Z tool] on steroids,Secret Reveal,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),No audio,https://www.tiktok.com/@mr.paidsocial/video/7436855818219162910,Content Marketing,Education,4,748200
(Talking to the AI) Im trying to book a flight to Hong Kong for five people on the 7th of April. Try find me a direct flight from Melbourne.,(Talking to the AI) [X specific request],Experimentation,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),SFX only,https://www.instagram.com/adamstewartmarketing/reel/DFM7DoFz87S/,Content Marketing,Education,7,743943
"How do you make fake comments like this? Great question. Oh, you tried clicking on that. Yeah thats not going to work.","How do you make [X thing]? Great question. Oh, you tried [Y action]. Yeah thats not going to work",Educational/Tutorial,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/rico.incarnati/reel/DBetiVjRXly/,Content Marketing,Education,7,733171
"Old table, New table. Old door, New door. Old furniture, New furniture. Old bathroom, New bathroom. In an effort to get away from an overabundance of detail, its like weve scrapped it entirely.","Old [X]. New [X]. [Repeated pattern]. In an effort to get away from [Y problem], its like weve [Z overcorrection]",Comparison,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/hansloreidesign/reel/C7kc6LSop9O/,Content Marketing,Entertainment,10,723872
This is how to get paid to exist without actually having to go viral.,This is how to get paid to [X simple action] without actually having to [Y expected requirement],Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/DHRc_JeySF9/,Content Marketing,Education,1,719577
"Hey, Im Cole. Im a video creator and computer science student, and Im challenging myself to reach 20,000 followers before I graduate. Why am I doing this? Well, when was the last time you had to let go of something?","Hey, Im [X name]. Im a [Y role] and [Z role], and Im challenging myself to [specific goal]. Why am I doing this? Well, [philosophical question]?",Educational/Tutorial,Creator in B-Roll,B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),Music + SFX,https://www.instagram.com/covacut/reel/DG4iTVTR3fP/,Content Marketing,Education,3,717304
I just found this crazy AI website that can turn any image into a video.,I just found this crazy [X type] website that can turn any [Y input] into [Z output],Secret Reveal,"Creator A-Roll,Example Videos",A-Roll - None,"Full screen A-roll (partial graphic overlay),Full screen B-roll",Captions (repeat of spoken),SFX only,https://www.instagram.com/iamajene/reel/DAN4c4XuZ6_/,Content Marketing,Education,7,716090
This is my actual productivity routine thats cheaper than Starbucks.This is a personal experience hook.,This is my actual [X routine] thats [Y comparison]. This is a [Z type] hook,Educational/Tutorial,Example Videos,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/peter.visuals/reel/DFQi9zaTFhi/,Content Marketing,Education,4,706821
"Alex Hormozi talks about this, but people dramatically underestimate the amount of volume required to be successful.","[X authority] talks about this, but people dramatically underestimate [Y factor]",Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/tomnoske/reel/C9hM4CdSiE6/,Content Marketing,Education,6,699821
"This is Phoebe Gates. Yes, Bill Gates daughter.","This is [X name]. Yes, [Y famous persons] [Z relation]",Raw Shock,"Creator A-Roll,Image Screenshots,Subject in B-Roll","A-Roll - None,B-Roll - Quick Cuts,B-Roll - Swipe Transitions","Full screen A-roll (partial graphic overlay),Full screen B-roll w/ A-roll overlaid",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/itsryanto/reel/DJ9glMuJNvR/,Content Marketing,Education,6,677405
"By far, the easiest way as an entrepreneur to consistently have content to post and make is by doing a mock podcast like this","By far, the easiest way as [X profession] to consistently [Y goal] is by doing [Z method]",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/iamjadenly/reel/C-nRydbusGc/,Content Marketing,Education,1,669412
This is Last Crumbs $10 million marketing playbook,This is [X companys] $[Y amount] marketing playbook,Secret Reveal,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-roll - Text Overlays",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.instagram.com/alexgarcia_atx/reel/C5exfvst-kL/,Content Marketing,Education,6,655073
"OpenAIs president, Greg Brockman, just shared the best way to structure the perfect prompt.","[X companys] [Y executive], [Z name], just shared the best way to [valuable skill]",Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/adamstewartmarketing/reel/DGKdlpvT444/,Content Marketing,Education,8,646908
"Everybody wants to make content, but nobody wants to script it. Its true","Everybody wants to [X outcome], but nobody wants to [Y necessary work]. Its true",Contrarian/Negative,Creator in B-Roll,B-Roll - None,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/DAhGhhWy6NS/,Content Marketing,Education,1,646694
Why do most AI videos look fake? Because they dont know how to sparkle like this.,Why do most [X] look [Y quality]? Because they dont know how to [Z technique],Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DJHZVtavCXr/,Content Marketing,Education,3,644518
Alibaba just dropped another huge AI model,[X company] just dropped another huge [Y product],Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.instagram.com/adamstewartmarketing/reel/DGnMqAdzEKo/,Content Marketing,Education,9,641414
This guy is a viral genius. His name is Iman Gadzi.,This guy is a [X type] genius. His name is [Y],Educational/Tutorial,Example Videos,B-roll - Text Overlays,Full screen B-roll,[X shocking thing],Music only,https://www.instagram.com/peter.visuals/reel/DCjbiTizOIq/,Content Marketing,Education,5,640984
This looks like a 10k camera setup. Its not. Its just one really dirty prompt.,This looks like [X expensive thing]. Its not. Its just [Y simple truth],Secret Reveal,Example Videos,"B-Roll - Quick Cuts,B-roll - Text Overlays",Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/ohneis652/reel/DI7XHHfzxKi/,Content Marketing,Education,4,638717
"Come with me to the Coachella of corporate events, where confetti flies, choirs sing, and every color of the rainbow is on full display to celebrate all things creative.","Come with me to the [X metaphor] of [Y events], where [Z vivid description]",Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen A-roll (in world),Captions (repeat of spoken),No audio,https://www.instagram.com/shwinnabegobrand/reel/DIUKb4jy_ih/,Content Marketing,Education,6,637772
Steal this chat GPT prompt if you want two months worth of fully written humanized content in your niche.,Steal this [X tool] prompt if you want [Y specific result],Secret Reveal,Non-person B-Roll,B-roll - Text Overlays,Full screen B-roll,Captions (repeat of spoken),No audio,https://www.instagram.com/peter.visuals/reel/DEv3g9NTRbK/,Content Marketing,Education,6,625110
